,sentiment values
55570,0.15278
55571,0.5
55572,0.5
55573,0.13889
55574,0.58333
55575,0.5
55576,0.13889
55577,0.54167
55578,0.20833
55579,0.70833
55580,0.56944
55581,0.52778
55582,0.5
55583,0.73611
55584,0.65278
55585,0.47222
55586,0.20833
55587,0.91667
55588,0.84722
55589,0.59722
55590,0.58333
55591,0.73611
55592,0.40278
55593,0.75
55594,0.61111
55595,0.88889
55596,0.47222
55597,0.59722
55598,0.79167
55599,0.59722
55600,0.77778
55601,0.83333
55602,0.72222
55603,0.86111
55604,0.625
55605,0.79167
55606,0.45833
55607,0.86111
55608,0.88889
55609,0.55556
55610,0.44444
55611,0.44444
55612,0.55556
55613,0.63889
55614,0.61111
55615,0.80556
55616,0.5
55617,0.44444
55618,0.27778
55619,0.5
55620,0.75
55621,0.77778
55622,0.73611
55623,0.90278
55624,0.375
55625,0.23611
55626,0.86111
55627,0.81944
55628,0.55556
55629,0.625
55630,0.38889
55631,0.44444
55632,0.73611
55633,0.68056
55634,0.77778
55635,0.68056
55636,0.73611
55637,0.72222
55638,0.69444
55639,0.61111
55640,0.54167
55641,0.72222
55642,0.72222
55643,0.90278
55644,0.72222
55645,0.91667
55646,0.5
55647,0.5
55648,0.5
55649,0.58333
55650,0.5
55651,0.26389
55652,0.5
55653,0.47222
55654,0.56944
55655,0.22222
55656,0.58333
55657,0.5
55658,0.86111
55659,0.40278
55660,0.375
55661,0.44444
55662,0.20833
55663,0.33333
55664,0.41667
55665,0.40278
55666,0.55556
55667,0.33333
55668,0.29167
55669,0.33333
55670,0.47222
55671,0.40278
55672,0.38889
55673,0.66667
55674,0.90278
55675,0.61111
55676,0.55556
55677,0.80556
55678,0.91667
55679,0.5
55680,0.23611
55681,0.5
55682,0.43056
55683,0.75
55684,0.19444
55685,0.055556
55686,0.54167
55687,0.61111
55688,0.81944
55689,0.66667
55690,0.77778
55691,0.69444
55692,0.81944
55693,0.5
55694,0.22222
55695,0.5
55696,0.5
55697,0.5
55698,0.5
55699,0.23611
55700,0.5
55701,0.5
55702,0.5
55703,0.45833
55704,0.38889
55705,0.15278
55706,0.68056
55707,0.29167
55708,0.33333
55709,0.23611
55710,0.19444
55711,0.65278
55712,0.77778
55713,0.54167
55714,0.44444
55715,0.51389
55716,0.18056
55717,0.38889
55718,0.77778
55719,0.27778
55720,0.29167
55721,0.18056
55722,0.86111
55723,0.33333
55724,0.54167
55725,0.31944
55726,0.375
55727,0.5
55728,0.5
55729,0.65278
55730,0.44444
55731,0.375
55732,0.47222
55733,0.13889
55734,0.5
55735,0.81944
55736,0.5
55737,0.59722
55738,0.36111
55739,0.30556
55740,0.5
55741,0.083333
55742,0.055556
55743,0.61111
55744,0.51389
55745,0.25
55746,0.875
55747,0.83333
55748,0.58333
55749,0.38889
55750,0.59722
55751,0.15278
55752,0.5
55753,0.58333
55754,0.5
55755,0.18056
55756,0.5
55757,0.58333
55758,0.56944
55759,0.65278
55760,0.77778
55761,0.73611
55762,0.66667
55763,0.5
55764,0.26389
55765,0.44444
55766,0.26389
55767,0.25
55768,0.16667
55769,0.22222
55770,0.083333
55771,0.27778
55772,0.41667
55773,0.68056
55774,0.76389
55775,0.55556
55776,0.69444
55777,0.75
55778,0.77778
55779,0.84722
55780,0.76389
55781,0.59722
55782,0.69444
55783,0.25
55784,0.20833
55785,0.13889
55786,0.11111
55787,0.90278
55788,0.63889
55789,1.0
55790,0.52778
55791,0.51389
55792,0.51389
55793,0.68056
55794,0.72222
55795,0.70833
55796,0.61111
55797,0.27778
55798,0.70833
55799,0.66667
55800,0.91667
55801,0.26389
55802,0.19444
55803,0.41667
55804,0.77778
55805,0.30556
55806,0.27778
55807,0.70833
55808,0.90278
55809,0.88889
55810,0.16667
55811,0.055556
55812,0.63889
55813,0.625
55814,0.54167
55815,0.5
55816,0.52778
55817,0.83333
55818,0.77778
55819,0.83333
55820,0.91667
55821,0.88889
55822,0.93056
55823,0.88889
55824,0.88889
55825,0.80556
55826,0.81944
55827,0.625
55828,0.25
55829,0.29167
55830,0.81944
55831,0.58333
55832,0.83333
55833,0.73611
55834,0.36111
55835,0.34722
55836,0.34722
55837,0.76389
55838,0.76389
55839,0.79167
55840,0.16667
55841,0.18056
55842,0.80556
55843,0.80556
55844,0.83333
55845,0.70833
55846,0.86111
55847,0.375
55848,0.73611
55849,0.83333
55850,0.81944
55851,0.90278
55852,0.80556
55853,0.95833
55854,0.22222
55855,0.27778
55856,0.86111
55857,0.59722
55858,0.48611
55859,0.63889
55860,0.80556
55861,0.59722
55862,0.75
55863,0.23611
55864,0.66667
55865,0.70833
55866,0.625
55867,0.40278
55868,0.33333
55869,0.66667
55870,0.66667
55871,0.80556
55872,0.94444
55873,0.75
55874,0.27778
55875,0.125
55876,0.66667
55877,0.80556
55878,0.76389
55879,0.76389
55880,0.63889
55881,0.45833
55882,0.55556
55883,0.83333
55884,0.77778
55885,0.95833
55886,0.88889
55887,0.80556
55888,0.81944
55889,0.33333
55890,0.16667
55891,0.27778
55892,0.375
55893,0.625
55894,0.76389
55895,0.77778
55896,0.79167
55897,0.76389
55898,0.84722
55899,0.91667
55900,0.875
55901,0.77778
55902,0.77778
55903,0.90278
55904,0.79167
55905,0.88889
55906,0.43056
55907,0.055556
55908,0.54167
55909,0.29167
55910,0.38889
55911,0.375
55912,0.41667
55913,0.66667
55914,0.73611
55915,0.91667
55916,0.80556
55917,0.29167
55918,0.80556
55919,0.54167
55920,0.20833
55921,0.77778
55922,0.88889
55923,0.86111
55924,0.041667
55925,0.77778
55926,0.20833
55927,0.86111
55928,0.55556
55929,0.88542
55930,0.22222
55931,0.20833
55932,0.79167
55933,0.81944
55934,0.41667
55935,0.625
55936,0.72222
55937,0.84722
55938,0.77778
55939,0.45833
55940,0.33333
55941,0.16667
55942,0.33333
55943,0.31944
55944,0.38889
55945,0.52778
55946,0.77778
55947,0.68056
55948,0.55556
55949,0.41667
55950,0.41667
55951,0.83333
55952,0.52778
55953,0.16667
55954,0.16667
55955,0.27778
55956,0.27778
55957,0.13889
55958,0.27778
55959,0.48611
55960,0.43056
55961,0.41667
55962,0.63889
55963,0.75
55964,0.33333
55965,0.56944
55966,0.45833
55967,0.41667
55968,0.68056
55969,0.66667
55970,0.77778
55971,0.84722
55972,0.56944
55973,0.63889
55974,0.63889
55975,0.55556
55976,0.51389
55977,0.36111
55978,0.33333
55979,0.40278
55980,0.27778
55981,0.31944
55982,0.77778
55983,0.65278
55984,0.44444
55985,0.19444
55986,0.34722
55987,0.30556
55988,0.33333
55989,0.66667
55990,0.70833
55991,0.44444
55992,0.38889
55993,0.25
55994,0.45833
55995,0.34722
55996,0.54167
55997,0.51389
55998,0.38889
55999,0.33333
56000,0.29167
56001,0.48611
56002,0.51389
56003,0.38889
56004,0.43056
56005,0.61111
56006,0.41667
56007,0.16667
56008,0.44444
56009,0.375
56010,0.26389
56011,0.43056
56012,0.20833
56013,0.23611
56014,0.18056
56015,0.44444
56016,0.069444
56017,0.88889
56018,0.81944
56019,0.70833
56020,0.76389
56021,0.91667
56022,0.0
56023,0.069444
56024,0.94444
56025,0.93056
56026,0.86111
56027,0.94444
56028,0.90278
56029,0.84722
56030,0.73611
56031,0.90278
56032,0.77778
56033,0.43056
56034,0.61111
56035,0.61111
56036,0.84722
56037,0.86111
56038,0.83333
56039,0.59722
56040,0.65278
56041,0.70833
56042,0.34722
56043,0.31944
56044,0.58333
56045,0.55556
56046,0.91667
56047,0.79167
56048,0.55556
56049,0.36111
56050,0.22222
56051,0.36111
56052,0.13889
56053,0.16667
56054,0.15278
56055,0.16667
56056,0.95833
56057,0.055556
56058,0.11111
56059,0.79167
56060,0.69444
56061,0.19444
56062,0.77778
56063,0.875
56064,0.16667
56065,0.58333
56066,0.58333
56067,0.38889
56068,0.055556
56069,0.16667
56070,0.76389
56071,0.70833
56072,0.75
56073,0.77778
56074,0.66667
56075,0.58333
56076,0.75
56077,0.22222
56078,0.0
56079,0.027778
56080,0.097222
56081,0.29167
56082,0.375
56083,0.77778
56084,0.65278
56085,0.75
56086,0.79167
56087,0.79167
56088,0.38889
56089,0.15278
56090,0.36111
56091,0.20833
56092,0.27778
56093,0.013889
56094,0.68056
56095,0.26389
56096,0.75
56097,0.26389
56098,0.88889
56099,0.61111
56100,0.76389
56101,0.625
56102,0.76389
56103,0.81944
56104,0.33333
56105,0.027778
56106,0.5
56107,0.63889
56108,0.59722
56109,0.52778
56110,0.34722
56111,0.47222
56112,0.66667
56113,0.73611
56114,0.5
56115,0.65278
56116,0.25
56117,0.40278
56118,0.38889
56119,0.13889
56120,0.5
56121,0.11111
56122,0.23611
56123,0.15278
56124,0.22222
56125,0.19444
56126,0.19444
56127,0.125
56128,0.31944
56129,0.23611
56130,0.097222
56131,0.18056
56132,0.59722
56133,0.83333
56134,0.84722
56135,0.94444
56136,0.66667
56137,0.84722
56138,0.52778
56139,0.61111
56140,0.58333
56141,0.65278
56142,0.51389
56143,0.125
56144,0.30556
56145,0.27778
56146,0.44444
56147,0.58333
56148,0.79167
56149,0.76389
56150,0.38889
56151,0.0
56152,0.027778
56153,0.5
56154,0.63889
56155,0.55556
56156,0.68056
56157,0.56944
56158,0.81944
56159,0.52778
56160,0.5
56161,0.55556
56162,0.38889
56163,0.41667
56164,0.56944
56165,0.58333
56166,0.30556
56167,0.29167
56168,0.013889
56169,0.097222
56170,0.47222
56171,0.23611
56172,0.625
56173,0.72222
56174,0.68056
56175,0.73611
56176,0.36111
56177,0.5
56178,0.51389
56179,0.43056
56180,0.5
56181,0.125
56182,0.22222
56183,0.47222
56184,0.13889
56185,0.77778
56186,0.65278
56187,0.52778
56188,0.66667
56189,0.58333
56190,0.52778
56191,0.44444
56192,0.75
56193,0.5
56194,0.625
56195,0.79167
56196,0.5
56197,0.34722
56198,0.5
56199,0.125
56200,0.25
56201,0.25
56202,0.29167
56203,0.18056
56204,0.91667
56205,0.25
56206,0.22222
56207,0.38889
56208,0.63889
56209,0.84722
56210,0.083333
56211,0.29167
56212,0.23611
56213,0.38889
56214,0.5
56215,0.375
56216,0.33333
56217,0.69444
56218,0.56944
56219,0.55556
56220,0.5
56221,0.625
56222,0.44444
56223,0.38889
56224,0.38889
56225,0.44444
56226,0.65278
56227,0.68056
56228,0.69444
56229,0.72222
56230,0.76389
56231,0.58333
56232,0.80556
56233,0.81944
56234,0.30556
56235,0.48611
56236,0.69444
56237,0.84722
56238,0.5
56239,0.19444
56240,0.055556
56241,0.5
56242,0.63889
56243,0.72222
56244,0.65278
56245,0.55556
56246,0.41667
56247,0.41667
56248,0.11111
56249,0.72222
56250,0.69444
56251,0.56944
56252,0.18056
56253,0.083333
56254,0.13889
56255,0.43056
56256,0.27778
56257,0.18056
56258,0.19444
56259,0.26389
56260,0.125
56261,0.097222
56262,0.0
56263,0.041667
56264,0.18056
56265,0.16667
56266,0.16667
56267,0.27778
56268,0.13889
56269,0.027778
56270,0.16667
56271,0.055556
56272,0.5
56273,0.55556
56274,0.55556
56275,0.45833
56276,0.5
56277,0.30556
56278,0.27778
56279,0.66667
56280,0.20833
56281,0.16667
56282,0.5
56283,0.041667
56284,0.0
56285,0.73611
56286,0.84722
56287,0.44444
56288,0.51389
56289,0.34722
56290,0.33333
56291,0.44444
56292,0.125
56293,0.5
56294,0.27778
56295,0.43056
56296,0.375
56297,0.66667
56298,0.75
56299,0.70833
56300,0.77778
56301,0.5
56302,0.72222
56303,0.73611
56304,0.61111
56305,0.55556
56306,0.58333
56307,0.083333
56308,0.069444
56309,0.15278
56310,0.20833
56311,0.73611
56312,0.79167
56313,0.72222
56314,0.72222
56315,0.79167
56316,0.55556
56317,0.75
56318,0.72222
56319,0.56944
56320,0.36111
56321,0.55556
56322,0.66667
56323,0.70833
56324,0.59722
56325,0.86111
56326,0.86111
56327,0.68056
56328,0.66667
56329,0.65278
56330,0.68056
56331,0.81944
56332,0.72222
56333,0.36111
56334,0.48611
56335,0.20833
56336,0.55556
56337,0.23611
56338,0.5
56339,0.52778
56340,0.38889
56341,0.77778
56342,0.5
56343,0.44444
56344,0.61111
56345,0.68056
56346,0.75
56347,0.80556
56348,0.43056
56349,0.34722
56350,0.25
56351,0.25
56352,0.22222
56353,0.15278
56354,0.86111
56355,0.88889
56356,0.5
56357,0.36111
56358,0.069444
56359,0.23611
56360,0.13889
56361,0.19444
56362,0.40278
56363,0.20833
56364,0.38889
56365,0.44444
56366,0.75
56367,0.72222
56368,0.26389
56369,0.40278
56370,0.5
56371,0.54167
56372,0.5
56373,0.38889
56374,0.38889
56375,0.5
56376,0.56944
56377,0.58333
56378,0.38889
56379,0.19444
56380,0.16667
56381,0.25
56382,0.34722
56383,0.34722
56384,0.51389
56385,0.72222
56386,0.77778
56387,0.51389
56388,0.33333
56389,0.69444
56390,0.77778
56391,0.88889
56392,0.80556
56393,0.18056
56394,0.38889
56395,0.18056
56396,0.16667
56397,0.44444
56398,0.72222
56399,0.51389
56400,0.61111
56401,0.68056
56402,0.5
56403,0.29167
56404,0.375
56405,0.59722
56406,0.29167
56407,0.5
56408,0.79167
56409,0.5
56410,0.13889
56411,0.125
56412,0.18056
56413,0.5
56414,0.5
56415,0.45833
56416,0.33333
56417,0.70833
56418,0.76389
56419,0.15278
56420,0.51389
56421,0.5
56422,0.51389
56423,0.47222
56424,0.54167
56425,0.5
56426,0.72222
56427,0.55556
56428,0.375
56429,0.29167
56430,0.36111
56431,0.5
56432,0.34722
56433,0.5
56434,0.59722
56435,0.5
56436,0.33333
56437,0.26389
56438,0.5
56439,0.38889
56440,0.5
56441,0.27778
56442,0.27778
56443,0.33333
56444,0.76389
56445,0.625
56446,0.69444
56447,0.66667
56448,0.55556
56449,0.5
56450,0.40278
56451,0.5
56452,0.5
56453,0.95833
56454,0.79167
56455,0.84722
56456,0.68056
56457,0.77778
56458,0.88889
56459,0.625
56460,0.41667
56461,0.5
56462,0.23611
56463,0.40278
56464,0.22222
56465,0.43056
56466,0.31944
56467,0.54167
56468,0.41667
56469,0.125
56470,0.125
56471,0.125
56472,0.0
56473,0.069444
56474,0.013889
56475,0.31944
56476,0.5
56477,0.5
56478,0.5
56479,0.5
56480,0.5
56481,0.56944
56482,0.55556
56483,0.47222
56484,0.5
56485,0.61111
56486,0.54167
56487,0.0
56488,0.083333
56489,0.875
56490,0.75
56491,0.59722
56492,0.375
56493,0.90278
56494,0.77778
56495,0.5
56496,0.55556
56497,0.59722
56498,0.23611
56499,0.5
56500,0.5
56501,0.47222
56502,0.70833
56503,0.58333
56504,0.54167
56505,0.61111
56506,0.79167
56507,0.81944
56508,0.52778
56509,0.44444
56510,0.11111
56511,0.45833
56512,0.5
56513,0.66667
56514,0.81944
56515,0.47222
56516,0.625
56517,0.40278
56518,0.375
56519,0.33333
56520,0.65278
56521,0.625
56522,0.59722
56523,0.19444
56524,0.22222
56525,0.41667
56526,0.59722
56527,0.41667
56528,0.56944
56529,0.84722
56530,0.5
56531,0.16667
56532,0.27778
56533,0.45833
56534,0.22222
56535,0.47222
56536,0.66667
56537,0.68056
56538,0.5
56539,0.47222
56540,0.34722
56541,0.44444
56542,0.5
56543,0.25
56544,0.23611
56545,0.58333
56546,0.66667
56547,0.55556
56548,0.33333
56549,0.59722
56550,0.72222
56551,0.48611
56552,0.80556
56553,0.38889
56554,0.68056
56555,0.76389
56556,0.54167
56557,0.63889
56558,0.5
56559,0.5
56560,0.40278
56561,0.5
56562,0.34722
56563,0.27778
56564,0.51389
56565,0.41667
56566,0.52778
56567,0.33333
56568,0.44444
56569,0.54167
56570,0.625
56571,0.38889
56572,0.45833
56573,0.27778
56574,0.5
56575,0.54167
56576,0.69444
56577,0.375
56578,0.48611
56579,0.30556
56580,0.34722
56581,0.65278
56582,0.73611
56583,0.29167
56584,0.30556
56585,0.70833
56586,0.25
56587,0.69444
56588,0.66667
56589,0.26389
56590,0.5
56591,0.69444
56592,0.625
56593,0.375
56594,0.61111
56595,0.30556
56596,0.375
56597,0.63889
56598,0.69444
56599,0.33333
56600,0.40278
56601,0.61111
56602,0.55556
56603,0.30556
56604,0.55556
56605,0.43056
56606,0.68056
56607,0.34722
56608,0.47222
56609,0.33333
56610,0.41667
56611,0.43056
56612,0.65278
56613,0.94444
56614,0.5
56615,0.79167
56616,0.81944
56617,0.30556
56618,0.44444
56619,0.83333
56620,0.63889
56621,0.41667
56622,0.61111
56623,0.34722
56624,0.66667
56625,0.66667
56626,0.38889
56627,0.70833
56628,0.66667
56629,0.77778
56630,0.20833
56631,0.22222
56632,0.31944
56633,0.15278
56634,0.29167
56635,0.61111
56636,0.44444
56637,0.48611
56638,0.55556
56639,0.59722
56640,0.27778
56641,0.33333
56642,0.48611
56643,0.58333
56644,0.61111
56645,0.72222
56646,0.44444
56647,0.45833
56648,0.65278
56649,0.36111
56650,0.73611
56651,0.30556
56652,0.55556
56653,0.36111
56654,0.26389
56655,0.22222
56656,0.77778
56657,0.69444
56658,0.69444
56659,0.44444
56660,0.625
56661,0.44444
56662,0.27778
56663,0.72222
56664,0.61111
56665,0.76389
56666,0.43056
56667,0.52778
56668,0.63889
56669,0.83333
56670,0.5
56671,0.75
56672,0.65278
56673,0.75
56674,0.81944
56675,0.66667
56676,0.5
56677,0.58333
56678,0.5
56679,0.29167
56680,0.34722
56681,0.33333
56682,0.20833
56683,0.30556
56684,0.61111
56685,0.44444
56686,0.75
56687,0.38889
56688,0.625
56689,0.63889
56690,0.68056
56691,0.54167
56692,0.45833
56693,0.5
56694,0.40278
56695,0.41667
56696,0.45833
56697,0.25
56698,0.69444
56699,0.55556
56700,0.84722
56701,0.66667
56702,0.31944
56703,0.47222
56704,0.30556
56705,0.52778
56706,0.30556
56707,0.38889
56708,0.48611
56709,0.38889
56710,0.29167
56711,0.59722
56712,0.63889
56713,0.69444
56714,0.48611
56715,0.41667
56716,0.69444
56717,0.5
56718,0.25
56719,0.65278
56720,0.69444
56721,0.88889
56722,0.66667
56723,0.75
56724,0.69444
56725,0.77778
56726,0.875
56727,0.83333
56728,0.88889
56729,0.22222
56730,0.38889
56731,0.27778
56732,0.16667
56733,0.26389
56734,0.11111
56735,0.5
56736,0.5
56737,0.54167
56738,0.59722
56739,0.26389
56740,0.5
56741,0.5
56742,0.5
56743,0.61111
56744,0.51389
56745,0.51389
56746,0.81944
56747,0.79167
56748,0.65278
56749,0.375
56750,0.40278
56751,0.77778
56752,0.65278
56753,0.81944
56754,0.83333
56755,0.88889
56756,0.44444
56757,0.48611
56758,0.51389
56759,0.5
56760,0.59722
56761,0.70833
56762,0.77778
56763,0.66667
56764,0.20833
56765,0.5
56766,0.5
56767,0.5
56768,0.38889
56769,0.5
56770,0.5
56771,0.5
56772,0.72222
56773,0.88889
56774,0.45833
56775,0.20833
56776,0.375
56777,0.23611
56778,0.5
56779,0.56944
56780,0.5
56781,0.69444
56782,0.80556
56783,0.5
56784,0.5
56785,0.51389
56786,0.5
56787,0.11111
56788,0.097222
56789,0.097222
56790,0.70833
56791,0.80556
56792,0.76389
56793,0.86111
56794,0.65278
56795,0.5
56796,0.5
56797,0.875
56798,0.95833
56799,0.5
56800,0.51389
56801,0.72222
56802,0.83333
56803,0.55556
56804,0.55556
56805,0.5
56806,0.5
56807,0.65278
56808,0.65278
56809,0.5
56810,0.5
56811,0.5
56812,0.5
56813,0.86111
56814,0.5
56815,0.5
56816,0.5
56817,0.5
56818,0.5
56819,0.30556
56820,0.36111
56821,0.66667
56822,0.65278
56823,0.5
56824,0.44444
56825,0.52778
56826,0.45833
56827,0.5
56828,0.73611
56829,0.44444
56830,0.5
56831,0.5
56832,0.5
56833,0.5
56834,0.5
56835,0.5
56836,0.33333
56837,0.47222
56838,0.5
56839,0.5
56840,0.45833
56841,0.27778
56842,0.54167
56843,0.73611
56844,0.36111
56845,0.47222
56846,0.41667
56847,0.5
56848,0.69444
56849,0.73611
56850,0.83333
56851,0.90278
56852,0.29167
56853,0.375
56854,0.43056
56855,0.44444
56856,0.22222
56857,0.15278
56858,0.5
56859,0.38889
56860,0.26389
56861,0.47222
56862,0.097222
56863,0.18056
56864,0.47222
56865,0.31944
56866,0.65278
56867,0.51389
56868,0.25
56869,0.5
56870,0.5
56871,0.44444
56872,0.5
56873,0.5
56874,0.33333
56875,0.43056
56876,0.16667
56877,0.5
56878,0.5
56879,0.5
56880,0.5
56881,0.5
56882,0.33333
56883,0.5
56884,0.54167
56885,0.40278
56886,0.22222
56887,0.5
56888,0.61111
56889,0.69444
56890,0.38889
56891,0.375
56892,0.083333
56893,0.069444
56894,0.38889
56895,0.23611
56896,0.52778
56897,0.45833
56898,0.26389
56899,0.097222
56900,0.55556
56901,0.31944
56902,0.19444
56903,0.38889
56904,0.16667
56905,0.23611
56906,0.069444
56907,0.23611
56908,0.23611
56909,0.26389
56910,0.125
56911,0.5
56912,0.86111
56913,0.83333
56914,0.66667
56915,0.79167
56916,0.875
56917,0.70833
56918,0.59722
56919,0.5
56920,0.44444
56921,0.31944
56922,0.51389
56923,0.29167
56924,0.20833
56925,0.15278
56926,0.5
56927,0.26389
56928,0.5
56929,0.52778
56930,0.5
56931,0.72222
56932,0.625
56933,0.11111
56934,0.45833
56935,0.43056
56936,0.56944
56937,0.41667
56938,0.34722
56939,0.083333
56940,0.47222
56941,0.26389
56942,0.30556
56943,0.375
56944,0.40278
56945,0.5
56946,0.23611
56947,0.5
56948,0.76389
56949,0.5
56950,0.54167
56951,0.27778
56952,0.15278
56953,0.5
56954,0.5
56955,0.5
56956,0.80556
56957,0.5
56958,0.79167
56959,0.5
56960,0.58333
56961,0.54167
56962,0.58333
56963,0.19444
56964,0.22222
56965,0.44444
56966,0.375
56967,0.51389
56968,0.63889
56969,0.51389
56970,0.38889
56971,0.5
56972,0.26389
56973,0.5
56974,0.5
56975,0.375
56976,0.51389
56977,0.5
56978,0.5
56979,0.51389
56980,0.40278
56981,0.65278
56982,0.80556
56983,0.43056
56984,0.55556
56985,0.5
56986,0.52778
56987,0.5
56988,0.54167
56989,0.5
56990,0.5
56991,0.56944
56992,0.5
56993,0.43056
56994,0.5
56995,0.5
56996,0.47222
56997,0.34722
56998,0.68056
56999,0.38889
57000,0.5
57001,0.72222
57002,0.54167
57003,0.79167
57004,0.73611
57005,0.5
57006,0.5
57007,0.68056
57008,0.88889
57009,0.625
57010,0.625
57011,0.84722
57012,0.70833
57013,0.86111
57014,0.66667
57015,0.75
57016,0.5
57017,0.5
57018,0.5
57019,0.25
57020,0.5
57021,0.5
57022,0.5
57023,0.80556
57024,0.72222
57025,0.5
57026,0.33333
57027,0.29167
57028,0.56944
57029,0.69444
57030,0.5
57031,0.5
57032,0.51389
57033,0.5
57034,0.5
57035,0.41667
57036,0.375
57037,0.51389
57038,0.55556
57039,0.5
57040,0.55556
57041,0.56944
57042,0.5
57043,0.5
57044,0.5
57045,0.5
57046,0.33333
57047,0.22222
57048,0.5
57049,0.5
57050,0.43056
57051,0.5
57052,0.55556
57053,0.38889
57054,0.29167
57055,0.38889
57056,0.26389
57057,0.5
57058,0.5
57059,0.51389
57060,0.44444
57061,0.36111
57062,0.5
57063,0.5
57064,0.5
57065,0.61111
57066,0.5
57067,0.68056
57068,0.69444
57069,0.56944
57070,0.30556
57071,0.40278
57072,0.5
57073,0.5
57074,0.5
57075,0.73611
57076,0.5
57077,0.20833
57078,0.55556
57079,0.5
57080,0.5
57081,0.5
57082,0.5
57083,0.51389
57084,0.5
57085,0.5
57086,0.43056
57087,0.5
57088,0.5
57089,0.5
57090,0.61111
57091,0.47222
57092,0.5
57093,0.375
57094,0.5
57095,0.51389
57096,0.5
57097,0.5
57098,0.5
57099,0.5
57100,0.51389
57101,0.16667
57102,0.20833
57103,0.36111
57104,0.5
57105,0.63889
57106,0.65278
57107,0.5
57108,0.55556
57109,0.5
57110,0.38889
57111,0.5
57112,0.5
57113,0.5
57114,0.5
57115,0.48611
57116,0.66667
57117,0.61111
57118,0.34722
57119,0.61111
57120,0.33333
57121,0.5
57122,0.22222
57123,0.56944
57124,0.41667
57125,0.083333
57126,0.30556
57127,0.38889
57128,0.52778
57129,0.22222
57130,0.48611
57131,0.19444
57132,0.55556
57133,0.26389
57134,0.27778
57135,0.30556
57136,0.26389
57137,0.27778
57138,0.43056
57139,0.65278
57140,0.44444
57141,0.34722
57142,0.26389
57143,0.33333
57144,0.33333
57145,0.31944
57146,0.31944
57147,0.34722
57148,0.29167
57149,0.66667
57150,0.31944
57151,0.76389
57152,0.31944
57153,0.5
57154,0.29167
57155,0.375
57156,0.34722
57157,0.27778
57158,0.43056
57159,0.375
57160,0.36111
57161,0.25
57162,0.40278
57163,0.48611
57164,0.20833
57165,0.22222
57166,0.29167
57167,0.38889
57168,0.11111
57169,0.23611
57170,0.19444
57171,0.13889
57172,0.36111
57173,0.30556
57174,0.36111
57175,0.51389
57176,0.40278
57177,0.54167
57178,0.29167
57179,0.33333
57180,0.30556
57181,0.38889
57182,0.19444
57183,0.45833
57184,0.26389
57185,0.5
57186,0.31944
57187,0.41667
57188,0.16667
57189,0.40278
57190,0.40278
57191,0.29167
57192,0.31944
57193,0.5
57194,0.22222
57195,0.30556
57196,0.11111
57197,0.38889
57198,0.47222
57199,0.19444
57200,0.27778
57201,0.25
57202,0.22222
57203,0.18056
57204,0.20833
57205,0.43056
57206,0.29167
57207,0.16667
57208,0.22222
57209,0.375
57210,0.40278
57211,0.68056
57212,0.55556
57213,0.72222
57214,0.59722
57215,0.29167
57216,0.20833
57217,0.31944
57218,0.18056
57219,0.26389
57220,0.26389
57221,0.23611
57222,0.30556
57223,0.22222
57224,0.51389
57225,0.34722
57226,0.375
57227,0.36111
57228,0.13889
57229,0.33333
57230,0.375
57231,0.26389
57232,0.36111
57233,0.23611
57234,0.61111
57235,0.33333
57236,0.81944
57237,0.61111
57238,0.95833
57239,0.90278
57240,0.5
57241,0.5
57242,0.30556
57243,0.52778
57244,0.51389
57245,0.66667
57246,0.83333
57247,0.5
57248,0.26389
57249,0.5
57250,0.63889
57251,0.5
57252,0.58333
57253,0.5
57254,0.5
57255,0.5
57256,0.5
57257,0.5
57258,0.63889
57259,0.81944
57260,0.5
57261,0.5
57262,0.58333
57263,0.52778
57264,0.44444
57265,0.66667
57266,0.48611
57267,0.31944
57268,0.33333
57269,0.19444
57270,0.27778
57271,0.125
57272,0.76389
57273,0.75
57274,0.55556
57275,0.5
57276,0.70833
57277,0.59722
57278,0.75
57279,0.5
57280,0.5
57281,0.47222
57282,0.56944
57283,0.31944
57284,0.5
57285,0.5
57286,0.5
57287,0.5
57288,0.5
57289,0.58333
57290,0.5
57291,0.56944
57292,0.5
57293,0.56944
57294,0.5
57295,0.51389
57296,0.33333
57297,0.55556
57298,0.55556
57299,0.66667
57300,0.5
57301,0.25
57302,0.5
57303,0.55556
57304,0.5
57305,0.625
57306,0.68056
57307,0.5
57308,0.22222
57309,0.40278
57310,0.5
57311,0.27778
57312,0.45833
57313,0.30556
57314,0.43056
57315,0.30556
57316,0.15278
57317,0.20833
57318,0.51389
57319,0.5
57320,0.625
57321,0.88889
57322,0.84722
57323,0.91667
57324,0.88889
57325,0.5
57326,0.59722
57327,0.73611
57328,0.77778
57329,0.76389
57330,0.5
57331,0.5
57332,0.65278
57333,0.44444
57334,0.55556
57335,0.66667
57336,0.77778
57337,0.5
57338,0.5
57339,0.5
57340,0.33333
57341,0.20833
57342,0.34722
57343,0.5
57344,0.375
57345,0.84722
57346,0.61111
57347,0.61111
57348,0.54167
57349,0.43056
57350,0.55556
57351,0.31944
57352,0.33333
57353,0.55556
57354,0.47222
57355,0.72222
57356,0.5
57357,0.5
57358,0.79167
57359,0.66667
57360,0.69444
57361,0.5
57362,0.5
57363,0.5
57364,0.66667
57365,0.51389
57366,0.56944
57367,0.83333
57368,0.875
